family,threshold,support,tp,fp,tn,fn,precision,recall,f1,none_support,none_false_activation,none_false_activation_rate
free,0.4,9.0,9.0,34.3333,93.6667,0.0,0.2289,1.0,0.3681,88.0,25.6667,0.2917
free,0.45,9.0,9.0,19.6667,108.3333,0.0,0.3239,1.0,0.4862,88.0,14.0,0.1591
free,0.5,9.0,9.0,9.0,119.0,0.0,0.5357,1.0,0.6857,88.0,6.3333,0.072
free,0.55,9.0,6.0,1.0,127.0,3.0,0.5727,0.6667,0.6158,88.0,0.0,0.0
free,0.6,9.0,6.0,0.6667,127.3333,3.0,0.6,0.6667,0.6316,88.0,0.0,0.0
free,0.65,9.0,6.0,0.6667,127.3333,3.0,0.6,0.6667,0.6316,88.0,0.0,0.0
free,0.7,9.0,6.0,0.3333,127.6667,3.0,0.6333,0.6667,0.6491,88.0,0.0,0.0
free,0.75,9.0,3.0,0.0,128.0,6.0,0.3333,0.3333,0.3333,88.0,0.0,0.0
free,0.8,9.0,3.0,0.0,128.0,6.0,0.3333,0.3333,0.3333,88.0,0.0,0.0
free,0.85,9.0,3.0,0.0,128.0,6.0,0.3333,0.3333,0.3333,88.0,0.0,0.0
free,0.9,9.0,3.0,0.0,128.0,6.0,0.3333,0.3333,0.3333,88.0,0.0,0.0
free,0.95,9.0,0.0,0.0,128.0,9.0,0.0,0.0,0.0,88.0,0.0,0.0
got,0.05,14.0,14.0,101.3333,21.6667,0.0,0.1245,1.0,0.2208,88.0,74.0,0.8409
got,0.1,14.0,14.0,76.6667,46.3333,0.0,0.171,1.0,0.2891,88.0,55.6667,0.6326
got,0.15,14.0,14.0,61.6667,61.3333,0.0,0.2243,1.0,0.3576,88.0,44.0,0.5
got,0.2,14.0,14.0,48.6667,74.3333,0.0,0.2868,1.0,0.4285,88.0,34.0,0.3864
got,0.25,14.0,13.6667,31.0,92.0,0.3333,0.3971,0.9762,0.5426,88.0,23.0,0.2614
got,0.3,14.0,11.0,17.6667,105.3333,3.0,0.4,0.7857,0.5079,88.0,12.3333,0.1402
got,0.35,14.0,8.6667,14.0,109.0,5.3333,0.3355,0.619,0.4233,88.0,11.0,0.125
got,0.4,14.0,7.6667,10.0,113.0,6.3333,0.3485,0.5476,0.4257,88.0,9.6667,0.1098
